address,area,birthday,constellation,ename,height,language,name,people_id,sex,weight
-,中国,1999-11-20,天蝎座,-,182,-,阿吉野驴,3994,男,-
-,中国,-,-,-,-,-,王艺瑾,3995,女,-
-,中国,-,-,-,-,-,繁音,3996,男,-
-,-,-,-,-,-,-,哒哒哒哒,3997,女,-
-,荷兰,-,-,-,-,-,Don Diablo,3998,男,-
-,中国,-,-,-,-,-,大宝,3999,男,-
-,-,-,-,-,-,-,Tabata,4000,男,-
-,中国,-,-,-,-,国语,梦洛伊,4001,女,-
-,中国,-,-,-,-,-,林怿,4002,男,-
-,中国,-,-,-,-,-,毛毛不插电,4003,女,-
重庆市万州区,中国,1993-02-03,水瓶座,-,167cm,国语,DJ杨杰,4004,男,54kg
-,中国,-,-,-,-,-,四个朋友,4005,组合,-
-,-,-,-,-,-,-,沧海一舟,4006,男,-
贵州省毕节市织金县,中国,1986-08-25,处女座,-,-,国语;,尧十三,4007,男,-
-,美国,-,-,-,-,-,Au/Ra,4008,女,-
-,-,-,-,-,-,-,Ang7,4009,男,-
-,中国,-,-,-,-,-,刘小花,4010,女,-
-,-,-,-,-,-,-,魏博轩,4011,男,-
-,英国,-,-,-,-,-,Matt Terry,4012,男,-
-,-,-,-,-,-,-,Olivia Addams,4013,女,-
澳大利亚,澳大利亚,1958-01-01,摩羯座,比吉斯,-,英语;,Bee Gees,4014,组合,-
-,加拿大,-,-,Jesse Valentine,-,-,F-777,4015,男,-
日本,日本,-,-,世界的终结,-,日语;,SEKAI NO OWARI,4016,组合,-
-,日本,-,-,-,-,-,石川さゆり,4017,女,-
-,-,-,-,-,-,-,pl渼渼,4018,女,-
-,美国,-,-,-,-,-,Danny Mc Carthy,4019,男,-
-,加拿大,-,-,-,-,-,Project 46,4020,组合,-
瑞典,瑞典,-,-,八号会所,-,英语;,Club 8,4021,组合,-
中国云南大理,中国,-,-,-,-,国语;,刘媛媛,4022,女,-
-,中国,-,-,-,-,-,郭晓亚,4023,女,-
-,中国,-,-,-,-,-,贾冰,4024,男,-
-,-,-,-,-,-,-,SN,4025,男,-
广西,中国,-,-,-,170cm,国语;,莫露露,4026,女,52kg
-,美国,-,-,-,-,-,Trivecta,4027,男,-
-,-,-,-,-,-,-,CHOCO,4028,男,-
四川省广元市,中国,1996-03-19,双鱼座,-,-,-,贺三,4029,女,-
-,中国,-,-,-,-,-,小甜瓜,4030,男,-
台湾高雄市茂林区万山里,中国台湾,1987-04-08,牡羊座,-,155cm,英语;国语;,梁文音,4031,女,48kg
-,-,-,-,-,-,-,NightcoreSkies,4032,女,-
-,中国,-,-,-,-,-,几度,4033,女,-
-,中国,-,-,-,-,-,宁总,4034,男,-
中国海南,中国,-,-,-,-,纯音乐;,黄江琴,4035,女,-
-,日本,-,-,-,-,-,Sou,4036,男,-
美国田纳西州Memphis,美国,-,-,福音摇滚乐队,-,英语;,Skillet,4037,乐队,-
-,美国,-,-,-,-,-,Bea Miller,4038,女,-
-,中国,-,-,-,-,-,雪薇吖,4039,女,-
中国香港,中国香港,1964-03-29,牡羊座,-,-,国语;粤语;,吕珊,4040,女,-
-,-,-,-,-,0,纯音乐;,Lawrence[钢琴],4041,男,0
安徽&nbsp;阜阳,中国,-,-,-,177CM,-,苏名哲,4042,男,-
-,-,-,-,-,-,-,李诗情,4043,女,-
-,中国,-,-,-,-,-,B2$,4044,男,-
-,中国,-,-,-,-,-,李乐萱,4045,男,-
-,-,-,-,-,-,-,一只小耳朵,4046,女,-
-,中国,-,-,-,-,-,林致真,4047,男,-
-,美国,-,-,-,-,-,Beau Young Prince,4048,男,-
-,中国,-,-,-,-,-,夏风Mina,4049,女,-
-,-,-,-,-,-,-,Enzalla,4050,男,-
-,美国,1990-08-17,狮子座,-,-,英语;,Emily Hearn,4051,女,-
-,中国台湾,-,-,-,-,-,林美英,4052,女,-
-,中国,-,-,-,-,-,赵偲钰,4053,女,-
-,美国,-,-,-,-,-,GavinC,4054,男,-
-,-,-,-,-,-,-,山冈晃,4055,男,-
河北衡水,中国,1990-11-20,天蝎座,-,-,-,Mc松哥,4056,男,-
神奈川県,日本,1972-05-24,双子座,-,-,-,上杉升 (うえすぎ しょう),4057,男,-
-,中国,-,-,-,-,-,陈雪,4058,女,-
-,-,-,-,-,-,-,Tiger Bunny,4059,男,-
辽宁省大连市,中国,1991-08-12,狮子座,-,-,国语;,尹熙水,4060,男,-
-,中国,-,-,-,-,内地,陈茗,4061,男,-
-,美国,-,-,-,-,-,Justin Caruso,4062,男,-
-,美国,-,-,-,-,英语,Krewella,4063,组合,-
湖南长沙,中国,1988-08-13,狮子座,-,-,普通话,KEY.L刘聪,4064,男,-
四川省广元市,中国,1993-12-16,射手座,-,-,-,李秉成,4065,男,-
中国四川省达州市,中国,1989-01-28,水瓶座,-,157cm,国语;,黄英,4066,女,42kg
-,中国,-,-,-,-,国语;,天堂飘雪,4067,男,-
韩国,韩国,-,-,我不管家族,-,韩语;,Namolla Family,4068,组合,-
-,-,-,-,-,-,-,Avery,4069,男,-
-,-,-,-,-,-,-,景和,4070,男,-
-,中国,-,-,-,-,-,川川,4071,男,-
-,中国,-,-,-,-,-,DJ亚索,4072,男,-
-,中国,-,-,-,-,-,石白其,4073,女,-
浙江杭州,中国,1994-07-22,巨蟹座,-,179cm,普通话,李汶翰,4074,男,64kg
-,-,-,-,-,-,-,嘉垛,4075,女,-
-,中国,-,-,-,-,-,治愈音乐集,4076,男,-
-,瑞士,-,-,-,-,-,Eliane,4077,女,-
台湾屏东,中国台湾,1970-05-28,双子座,-,-,闽南语;国语,张秀卿,4078,女,-
上海,中国,1946-01-08,魔羯座,-,-,纯音乐;,俞逊发,4079,男,-
山东济南,中国,1999-05-28,双子座,-,183cm,-,翟潇闻,4080,男,66kg
-,-,-,-,-,-,-,Elijah Woods,4081,男,-
-,中国香港,-,-,-,-,国语;,黎允文,4082,男,-
-,泰国,-,-,-,-,-,Pixxie,4083,组合,-
中国,中国,-,-,-,-,国语;,萧风,4084,女,-
-,-,-,-,-,-,-,向杨柳,4085,女,-
-,加拿大,1993-04-08,牡羊座,-,-,-,Tyler Shaw,4086,男,-
-,中国,-,-,-,-,-,阿木熊松,4087,男,-
-,美国,-,-,-,-,-,Maggie Lindemann,4088,女,-
江苏,中国,-,-,-,-,国语;,朱昌耀,4089,男,-
-,中国内地,-,-,-,-,-,王嘉文,4090,女,-
韩国,韩国,-,-,-,-,韩语;,EXO-K,4091,组合,-
中国香港,中国香港,-,-,-,-,纯音乐;,陈光荣,4092,男,-
英国,英国,-,-,辣妹,-,英语;,Spice Girls,4093,组合,-
四川江油,中国,1997-05-17,金牛座,-,-,-,秋婷,4094,女,-
越南,中国香港,-,-,-,-,粤语;,尹光,4095,男,-
-,中国,-,-,-,-,-,赵进,4096,男,-
-,中国,-,-,-,-,-,Deepain,4097,男,-
澳大利亚墨尔本Malvern,澳大利亚,1968-06-01,双子座,杰森·多诺文,-,英语;,Jason Donovan,4098,男,-
-,未知,-,-,-,-,-,张志宇,4099,男,-
-,中国台湾,-,-,-,-,-,Gill Chang,4100,男,-
-,-,-,-,伊莲霍莱斯,0,-,Hélène Rollès,4101,女,0
-,意大利,-,-,-,-,-,Prezioso,4102,组合,-
-,中国,-,-,-,-,英语;国语;日语;韩语;,DJ宝贝,4103,女,-
-,美国,-,-,-,-,英语;,Mandisa,4104,女,-
中国上海,中国,1986-12-06,射手座,-,173cm,国语;,唐嫣,4105,女,41kg
-,美国,-,-,-,-,-,Alberto Ciccarini,4106,男,-
-,-,-,-,-,-,-,None,4107,男,-
-,日本,-,-,-,-,日语;,広橋真紀子,4108,女,-
-,中国,-,-,-,-,-,傲七爷,4109,女,-
-,-,-,-,-,-,-,instupendo,4110,男,-
-,意大利,-,-,-,-,-,Gigi D'Agostino,4111,男,-
中国,中国,-,-,-,-,国语;,栗雅馨,4112,女,-
-,中国,-,-,-,-,-,李二萌,4113,女,-
中国河北,中国,1984-03-28,白羊座,-,166cm,国语;,王露凝,4114,女,48kg
河北省涿州市,中国,1995-09-29,天平座,-,-,国语,MC刘辉,4115,男,-
-,-,-,-,-,-,-,原来是夏夏,4116,女,-
英国南部汉普郡利明顿市,英国,1996-05-15,金牛座,贾斯敏·范·登·博加尔德,-,英语;,Birdy,4117,女,-
-,-,-,-,-,-,-,小猪BoBo,4118,女,-
-,中国,-,-,-,-,-,唐家三少,4119,女,-
-,未知,-,-,-,-,-,高少华,4120,男,-
-,美国,-,-,-,-,-,Travis Scott,4121,男,-
-,中国,-,-,-,-,国语,打扰一下乐团,4122,乐队,-
-,中国,-,-,-,-,-,包一飞,4123,男,-
-,中国,-,-,-,-,-,何施瑶,4124,女,-
-,中国,-,-,-,-,-,徐梓淳,4125,男,-
-,美国,-,-,-,-,-,Nurko,4126,男,-
-,中国,-,-,-,-,-,欣然丫,4127,女,-
-,-,-,-,-,-,-,BGM制造商,4128,男,-
-,中国,-,-,百分九少年团,-,-,NINE PERCENT,4129,组合,-
-,-,-,-,-,-,-,DJ惊鸿,4130,男,-
-,加拿大,-,-,-,-,-,Dabin,4131,男,-
-,中国,-,-,-,-,-,MC赵小涣,4132,男,-
-,美国,-,-,-,-,-,Benson Boone,4133,男,-
中国香港,中国香港,1980-06-18,双子座,-,160cm,国语;粤语;,王菀之,4134,女,-
-,中国,-,-,-,-,-,怜乐,4135,男,-
-,-,-,-,-,-,-,Black Gryph0n,4136,男,-
-,欧美,-,-,-,-,-,Leslie,4137,女,-
-,-,-,-,-,-,-,Dave Moffatt,4138,男,-
中国台湾高雄小港,中国台湾,1962-10-25,天蝎座,-,-,闽南语;国语,蔡小虎,4139,男,-
-,中国,-,-,-,-,-,洪辰HUNG,4140,女,-
-,-,-,-,-,-,-,McTaiM,4141,男,-
-,中国,-,-,-,-,-,杨辰,4142,男,-
-,美国,-,-,-,-,-,Kevin MacLeod,4143,男,-
-,中国,-,-,-,-,-,迪丽热婷,4144,女,-
-,中国,-,-,-,-,-,宋瑞,4145,男,-
-,-,-,-,-,-,-,李莫遥,4146,男,-
中国香港养和,中国香港,1965-11-01,天蝎座,-,165cm,粤语;,袁凤瑛,4147,女,50kg
-,日本,-,-,-,-,日语;,長渕剛,4148,男,-
-,中国,-,-,-,-,-,上上,4149,男,-
台湾高雄市左营,中国台湾,1974-12-25,魔羯座,-,170cm,国语;,谢金燕,4150,女,49kg
-,中国,-,-,-,-,国语,大小Ann,4151,组合,-
韩国,韩国,-,-,-,-,韩语;,Beast,4152,组合,-
-,日本,-,-,-,-,-,Da-iCE,4153,组合,-
-,中国,-,射手座,-,-,国语;,李晓东,4154,男,-
-,印度,-,-,-,-,-,Karthik,4155,男,-
-,中国,-,-,-,-,-,乐小桃,4156,女,-
中国辽宁省沈阳市,日本,1976-03-18,双鱼座,-,162cm,国语;日语;,本多RuRu,4157,女,47kg
日本大阪,日本,-,-,-,-,-,Joji,4158,男,-
-,中国,-,-,-,-,-,苏九,4159,男,-
-,美国,-,-,-,-,-,Jack Stauber,4160,男,-
-,未知,-,-,-,-,-,Jvla,4162,男,-
-,中国,-,-,-,-,-,侯正阳,4163,男,-
-,-,-,-,-,-,-,吉马大对唱,4164,男,-
-,中国,-,-,-,-,-,独钟花臂彦,4165,男,-
-,中国,-,-,胡乐团,-,-,The Hu,4166,乐队,-
-,中国,-,-,-,-,国语,蒋旭,4167,男,-
-,中国,-,-,-,-,-,小夕,4168,男,-
-,中国,-,-,-,-,-,枫,4169,男,-
爱尔兰都柏林,爱尔兰,-,-,萨曼莎·曼巴,-,英语;,Samantha Mumba,4170,女,-
-,-,-,-,-,-,-,范飞飞,4171,男,-
-,-,-,-,-,-,-,Crying Robot,4172,男,-
-,-,-,-,-,-,-,BlankCh3ck,4173,男,-
Switzerland,瑞士,1968-01-05,魔羯座,-,-,英语;,DJ Bobo,4174,男,-
中国重庆,中国,-,-,-,-,国语;,乔维怡,4175,女,-
美国,美国,-,-,超级男孩,-,英语;,*NSYNC,4176,组合,-
-,美国,-,-,卡伦索萨,-,英语;,Karen Souza,4177,女,-
-,英国,1997-09-09,处女座,-,-,-,Jamie Miller,4178,男,-
-,中国,-,-,-,-,-,养生音乐盒,4179,男,-
浙江温州,中国,1986-01-25,水瓶座,-,182cm,国语;,小5,4180,男,70kg
-,日本,-,-,-,-,日语,Goose House,4181,组合,-
-,中国,-,-,-,-,-,鹤梓渊,4182,女,-
-,美国,-,-,-,-,-,Feder,4183,男,-
-,中国,-,-,-,-,-,金天,4184,女,-
-,美国,-,-,-,-,-,Joanna Jones,4185,女,-
-,中国,-,-,-,-,-,李可为,4186,男,-
-,-,-,-,-,-,-,鱼酱,4187,男,-
-,中国,-,-,-,-,-,欣崽,4188,女,-
-,中国,-,-,-,-,-,舞曲帝,4189,男,-
-,-,-,-,-,-,-,Cafuné,4190,组合,-
-,意大利,-,-,-,-,-,Giuseppe Ottaviani,4191,男,-
-,中国,-,-,-,-,-,离谱说唱6ix9ine旭哥,4192,男,-
-,中国,-,-,-,-,-,包师语,4193,女,-
海南省琼海市,中国,-,-,-,-,国语;纯音乐;,谭炎健,4194,男,-
-,挪威,-,-,-,-,-,Tone Damli,4195,女,-
日本东京,日本,1993-08-28,处女座,-,160cm,日语,雨宮天,4196,女,-
山东省济宁市,中国,1976-12-22,魔羯座,-,183cm,国语;,靳东,4197,男,72kg
山东青岛,中国,1988-12-03,射手座,-,167cm,国语;,王斐斐,4198,女,49kg
池州,中国,1992-11-12,天蝎座,-,171cm,国语,章伟杰,4199,男,-
-,-,-,-,-,-,-,Dj Pablo,4200,男,-
洛杉矶,美国,-,-,-,-,-,Shoffy,4201,男,-
-,-,-,-,-,-,-,DJ新文,4202,男,-
-,中国,-,-,-,-,-,果基拉诺,4203,男,-
-,中国,-,-,-,-,-,阿叔,4204,男,-
-,中国,-,-,-,-,国语,马赞劲,4205,男,-
-,-,-,-,-,-,-,一碗粥粥,4206,女,-
-,-,-,-,-,-,-,顾森西,4207,男,-
-,-,-,-,-,-,-,叫啥不吃饭,4208,男,-
-,中国,1978-07-19,巨蟹座,-,-,-,孟菲儿,4209,女,-
加拿大新斯科舍省哈利法克斯,加拿大,1968-01-28,水瓶座,莎拉·克劳克兰,-,英语;,Sarah McLachlan,4210,女,-
-,中国,-,-,-,-,-,王宇良,4211,男,-
-,-,-,-,-,-,-,凡城,4212,男,-
中国台湾宜兰县罗东镇,中国台湾,1981-06-09,双子座,-,180cm,国语;,周渝民,4213,男,66kg
-,美国,-,-,-,-,-,Powfu,4214,男,-
-,-,-,-,-,-,-,快乐就好520,4215,男,-
瑞典,瑞典,-,-,阿巴乐队,-,英语;,ABBA,4216,乐队,-
中国,中国,1976,-,-,-,纯音乐;,赵聪,4217,女,-
-,中国,-,-,-,-,-,杨燕婷,4218,女,-
-,美国,-,-,丹和吉文,-,-,Dan + Shay,4219,组合,-
-,韩国,2015-04-20,金牛座,-,-,韩语,OH MY GIRL,4220,组合,-
-,中国,-,-,-,-,-,庄园,4221,女,-
-,中国,-,-,-,-,-,苏子孽,4222,女,-
-,-,-,-,-,-,-,小嘴嘟嘟,4223,女,-
-,-,-,-,-,-,-,Jayden Bartels,4224,女,-
中国重庆,中国,-,金牛座,-,-,国语;,张迈,4225,女,-
-,-,-,-,-,-,-,Savannah Sgro,4226,女,-
-,韩国,-,-,-,-,-,Dept,4227,男,-
-,中国,-,-,-,-,-,小小浩,4228,男,-
-,-,-,-,-,-,-,KSLV Noh,4229,男,-
-,-,-,-,-,-,-,DOZY Remix,4230,男,-
-,中国,-,-,-,-,-,于溪悦,4231,女,-
澳洲,澳大利亚,1997-01-11,魔羯座,科迪·辛普森,182cm,英语;,Cody Simpson,4232,男,-
-,中国,-,-,-,-,-,予星,4233,女,-
-,中国,-,-,-,-,-,菲利丝PHY,4234,女,-
-,-,-,-,-,-,-,Dan Bălan,4235,男,-
中国宁夏,中国,-,-,-,-,国语;,布衣乐队,4236,乐队,-
香港,中国香港,-,-,-,-,粤语;,李健达,4237,男,-
美国密西西比州杰克逊市,美国,1967-09-21,处女座,菲丝·希尔,-,英语;,Faith Hill,4238,女,-
-,中国,-,-,-,-,-,闭文思,4239,女,-
湖南长沙市,中国,1990-02-24,双鱼座,-,175cm,国语;,钟洁,4240,男,54kg
-,德国,-,-,-,-,-,醉美,4241,男,-
-,日本,-,-,-,-,-,Yunomi,4242,女,-
-,中国,-,-,-,-,-,三郎·哈姆,4243,女,-
加拿大不列颠哥伦比亚省Nanaimo,加拿大,1964-11-16,天蝎座,戴安娜·克瑞尔,-,英语;,Diana Krall,4244,女,-
-,美国,-,-,-,-,-,Blacklite District,4245,组合,-
北京,中国,-,-,-,-,国语;,王洛宾,4246,男,-
-,-,-,-,-,-,-,Cally Rhodes,4247,女,-
中国辽宁沈阳,中国,1931,-,-,-,国语;,郭颂,4248,男,-
-,美国,-,-,-,-,-,Bishop Briggs,4249,女,-
-,中国,-,-,-,-,-,棱镜乐队,4250,乐队,-
-,-,-,-,-,-,-,沙发懒人,4251,男,-
韩国首尔,韩国,1966-12-05,射手座,-,170cm,韩语;,李承哲,4252,男,65kg
意大利索拉罗洛,意大利,1974-05-16,金牛座,劳拉·普西妮,168cm,英语;法语;葡萄牙语;西班牙语;意大利语;,Laura Pausini,4253,女,54kg
-,爱尔兰,-,-,-,-,-,EMBRZ,4254,男,-
-,-,-,-,-,-,-,爱唱歌的轮椅小天,4255,男,-
-,-,-,-,-,-,-,Jealous Friend,4256,组合,-
-,中国,-,-,-,-,-,Mr.岑,4257,男,-
-,中国,-,天蝎座,-,171cm,国语;,张渼壹,4258,女,48kg
-,-,-,-,-,-,-,Huiyi,4259,男,-
-,中国,-,-,-,-,-,东篱,4260,男,-
-,中国,-,-,-,-,-,瓶瓶瓶砸,4261,女,-
中国香港,中国香港,-,金牛座,-,163cm,国语;粤语;,钟汶,4262,女,44kg
-,中国,-,-,-,-,-,非雾,4263,男,-
-,中国,-,-,-,-,-,阿福,4264,男,-
-,中国,-,-,-,-,-,弦亦默,4265,男,-
-,德国,-,-,-,-,-,Twocolors,4266,组合,-
纽约,美国,1950-03-26,牡羊座,艾伦·席维史崔,-,英语;,Alan Silvestri,4267,男,-
-,中国,-,-,-,-,-,熊Boss,4268,男,-
-,中国,-,-,-,-,-,瞿茜颖,4269,女,-
旧金山,美国,1999-08-19,狮子座,-,-,-,salem ilese,4270,女,-
江西省赣州市,中国,1994-09-20,处女座,-,-,国语,宝儿爷BoA,4271,女,-
-,中国,-,-,-,-,-,1908公社,4272,组合,-
-,-,-,-,-,-,-,杨丹丹,4273,女,-
浙江省温州市,中国,2002-02-19,双鱼座,-,-,-,黄明昊（Justin）,4274,男,-
-,美国,-,-,-,-,-,Why Don't We,4275,组合,-
-,法国,-,-,-,-,-,Eric Levi,4276,男,-
-,中国,-,-,-,-,-,迪嘉,4277,男,-
-,-,-,-,-,-,-,治疗师,4278,男,-
四川省隆昌县,中国,1998-10-17,-,-,176cm,-,林苏,4279,男,-
-,中国,-,-,-,-,-,歌神,4280,男,-
-,西班牙,1978-03-22,牡羊座,罗杰·苏比雷纳,-,-,Roger Subirana,4281,男,-
-,-,-,-,-,-,-,吉野一郎,4282,男,-
河北张家口,未知,-,-,-,170cm,国语,MC梦桐,4283,女,48Kg
-,美国,-,-,-,-,-,Mose N,4284,男,-
"Los&nbsp;Angeles,&nbsp;California,&nbsp;United&nbsp;States",美国,1975-09-03,处女座,RedFoo,-,英语;,Redfoo,4285,男,-
-,中国,-,-,-,-,-,陆通,4286,男,-
四川省成都市,中国,1989-11-06,天蝎座,-,-,国语;,谢帝,4287,男,-
中国台湾冈山,中国台湾,-,双鱼座,-,173cm,国语;,杨瑞代,4288,男,65kg
-,-,-,-,-,-,-,上春山,4289,男,-
-,日本,-,-,-,-,-,ロクデナシ,4290,男,-
-,-,-,-,-,-,-,原调音乐,4291,男,-
-,-,-,-,-,-,-,Maga,4292,男,-
-,-,-,-,-,-,-,SKRSA,4293,男,-
-,-,-,-,-,-,-,Cassette,4294,女,-
-,中国,-,-,-,-,-,范灿星,4295,男,-
中国台湾,中国台湾,1970,-,-,-,国语;,戎祥,4296,男,-
福冈,日本,1986-12-16,射手座,-,-,-,DECO*27,4297,男,-
-,中国,-,-,-,-,-,站台,4298,男,-
福建省南平市政和县,中国,1984-09-03,处女座,-,170cm,国语;,叶一茜,4299,女,50kg
-,-,-,-,-,-,-,Utada,4300,女,-
-,中国,-,-,-,-,-,冯海波,4301,男,-
湖北宜城,中国,-,-,-,-,-,张崎山,4302,男,-
-,-,-,-,-,-,-,Fot Me,4303,男,-
-,中国,-,-,-,-,-,ShunNiLiu,4304,男,-
-,加拿大,-,-,-,-,-,Pusher,4305,男,-
-,中国,-,-,-,-,-,北海雄歌,4306,男,-
-,中国,-,-,-,-,-,为爱冲锋,4307,男,-
中国西藏那曲索县若达乡,中国,1977-05-05,金牛座,-,164cm,国语;其他语种;,索朗旺姆,4308,女,45kg
-,挪威,-,-,-,-,-,Peder B. Helland,4309,男,-
-,德国,-,-,-,-,-,Candee!,4310,组合,-
-,中国,-,-,-,-,-,陈宁,4311,男,-
美国纽约布朗克斯区,美国,1992-10-11,天平座,卡迪·B,-,-,Cardi B,4312,女,-
-,中国,-,-,-,-,-,邵伟,4313,男,-
-,-,-,-,-,-,-,卓玛老师,4314,女,-
-,中国,-,-,-,-,-,彭飞,4315,男,-
中国台湾,中国台湾,1953-02-20,双鱼座,-,-,闽南语;,陈一郎,4316,男,-
-,中国,-,-,-,-,-,玲爷,4317,女,-
-,中国,-,-,-,-,-,芊芊龍,4318,女,-
中国四川南充,中国,-,处女座,-,168cm,国语;,龙军,4319,男,-
-,美国,-,-,阿图尔·鲁宾斯坦,-,-,Arthur Rubinstein,4320,男,-
-,美国,-,-,-,-,-,Metro Boomin,4321,男,-
罗马尼亚,罗马尼亚,2007-01-01,摩羯座,布莱克希女子组合,-,英语;,Blaxy Girls,4322,乐队,-
-,法国,-,-,-,-,-,Jawster,4323,男,-
-,美国,-,-,-,-,英语;,Pentatonix,4324,组合,-
-,-,-,-,-,-,-,Cami,4325,组合,-
-,中国,-,-,-,-,-,星川落子,4326,女,-
-,英国,-,-,-,-,-,Digital Farm Animals,4327,男,-
-,中国,-,-,-,-,-,明歆悦,4328,女,-
-,中国,-,-,-,-,-,众神派对 - XHz Official,4329,男,-
-,中国,-,-,-,-,-,艾乐,4330,男,-
新西兰旺阿雷,澳大利亚,1967-10-26,天蝎座,凯斯·厄本,178cm,英语;,Keith Urban,4331,男,70kg
-,-,-,-,-,-,-,Osman,4332,男,-
-,中国,-,-,-,-,-,鸣小明,4333,男,-
-,中国,-,-,-,-,-,安安,4334,女,-
-,中国,-,-,-,-,-,瑞车,4335,男,-
-,中国,-,-,-,-,国语;,张钰琪,4336,女,-
-,美国,-,-,-,-,-,Simply Three,4337,乐队,-
美国,美国,-,-,欢乐合唱团,-,英语;,Glee Cast,4338,组合,-
-,中国,-,-,-,-,-,尚一淇,4339,女,-
-,中国,-,-,-,-,-,王朝1982,4340,男,-
-,挪威,-,-,-,-,-,Pegboard Nerds,4341,组合,-
黑龙江,中国,1969-12-26,魔羯座,-,175cm,英语;国语;,张咪,4342,女,53kg
-,-,-,-,-,-,-,Yubik,4343,男,-
-,中国,-,-,-,-,-,小伊伊[美伊],4344,女,-
-,罗马尼亚,-,-,-,-,-,Deepside Deejays,4345,乐队,-
-,中国,-,-,-,-,-,美静,4346,女,-
-,未知,-,-,-,-,国语,康乐,4347,男,-
-,中国,-,-,-,-,-,孙建平,4348,女,-
-,-,-,-,-,-,英语;,Ania,4349,女,-
-,中国,1994-10-23,天平座,-,-,-,柴三岁,4350,男,-
吉林省双辽市郑家屯,中国,-,-,-,-,国语;,佟铁鑫,4351,男,-
吉隆坡,马来西亚,1974-03-03,双鱼座,-,-,国语;,黄国俊,4352,男,-
中国,中国,-,-,-,-,国语;,娜仁齐齐格,4353,女,-
-,中国香港,-,-,-,-,-,谭嘉仪,4354,女,-
-,中国,-,-,-,-,-,DJ刘超,4355,男,-
-,欧美,-,-,-,-,-,Lavinia,4356,组合,-
日本,日本,-,-,-,-,日语;,Sound Horizon,4357,男,-
德国,德国,-,-,-,-,英语;德语;,Yamboo,4358,组合,-
-,德国,-,-,-,-,-,Zwette,4359,男,-
湖南,中国,1989-11-15,天蝎座,-,165cm,国语;,王欣婷,4360,女,46kg
韩国&nbsp;首尔市&nbsp;芦原区,韩国,1988-02-03,水瓶座,-,180cm,韩语;,圭贤,4361,男,63kg
中国台湾高雄,中国台湾,1986-05-28,双子座,-,166cm,国语;,元若蓝,4362,女,45kg
呼和浩特,中国,1994-07-01,巨蟹座,-,183cm,国语,张洢豪,4363,男,63kg
-,美国,-,-,-,-,英语;,Joy Williams,4364,女,-
-,-,-,-,-,-,-,莫失莫忘,4365,男,-
中国,中国,-,-,-,-,国语;,指南针,4366,乐队,-
-,中国,-,-,-,-,-,催眠音乐盒,4367,女,-
丹麦哥本哈根,丹麦,1986-09-27,天秤座,娜塔莎·托马斯,-,英语;,Natasha Thomas,4368,女,-
-,-,-,-,-,-,-,ing趴,4369,男,-
-,美国,-,-,-,-,-,Taylor Swift Tribute Band,4370,女,-
-,-,-,-,-,-,-,TypeD,4371,男,-
中国北京,中国,-,-,-,-,国语;,胡松华,4372,男,-
-,中国,-,-,-,-,-,Kaleido,4373,组合,-
美国加尼福利亚州洛杉矶,美国,1991-10-07,天平座,-,-,-,妮可 (니콜),4374,女,-
-,美国,-,-,-,-,-,Vernon Manh Warren,4375,男,-
-,中国,-,-,-,-,-,王梓琪,4376,男,-
-,未知,-,-,-,-,-,唐77,4377,男,-
-,未知,-,-,-,-,-,四郎,4378,男,-
-,加拿大,-,-,伊莎贝尔·拉扎扎德,-,-,REZZ,4379,女,-
-,-,-,-,-,-,-,Nozomi Kitay,4380,女,-
美国密歇根州利沃尼亚,美国,1978-05-13,金牛座,罗西·托马斯,-,英语;,Rosie Thomas,4381,女,-
-,中国,-,-,-,-,-,杨静,4382,女,-
-,中国,-,-,-,-,国语,艺容王子,4383,女,-
韩国,韩国,1991-6-6,双子座,-,168cm,韩语;,张才人 (장재인),4384,女,49kg
-,中国,-,-,-,-,-,王诺依,4385,女,-
-,中国,-,-,-,-,-,运动健身,4386,男,-
广东,中国,-,-,-,-,-,王珺,4387,女,-
-,-,-,-,-,-,-,安琪拉Baby,4388,女,-
韩国,韩国,-,-,-,-,韩语;,Loco,4389,男,-
-,美国,-,-,拉扎尔少校,-,英语;,Major Lazer,4390,组合,-
-,中国,-,-,-,-,普通话,棉袄姥爷,4391,男,-
-,-,-,-,-,-,-,Amanecer Ecuador,4392,男,-
-,-,-,-,-,-,-,俞小平,4393,男,-
-,-,-,-,-,-,-,CR3.,4394,男,-
美国加利福尼亚州英格尔伍德,美国,1997-03-02,双鱼座,-,-,英语;,Becky G,4395,女,-
-,中国,-,-,-,-,-,周以希,4396,男,-
湖南省衡阳市,中国,1990-07-08,巨蟹座,-,160cm,-,谷娅溦,4397,女,40kg
-,中国,-,-,-,-,-,阿康,4398,男,-
中国湖北,中国,03-11,双鱼座,-,168cm,国语;,郭燕,4399,女,52kg
-,美国,-,-,-,-,英语,MAKJ,4400,男,-
-,中国,-,-,-,-,-,吖哩哩合唱团,4401,男,-
-,中国,-,-,-,-,内地,三班王强,4402,男,-
-,-,-,-,-,-,-,LL-C,4403,女,-
-,中国,-,-,-,-,内地,周政,4404,男,-
-,未知,-,-,-,-,-,岛屿森林,4405,女,-
中国香港,中国香港,-,-,-,165cm,国语;粤语;,麦洁文,4406,女,47kg
-,-,-,-,-,-,-,我们的奇幻之旅,4407,组合,-
中国,中国,-,-,-,-,国语;,DJ波仔,4408,男,-
