id,datas,url
134,mg动画制作flash短视频设计动漫广告短片二三维动画制,服务内容全部包含:①　负责移动游戏项目（休闲类游戏）原画设计工作。②　根据需求完成美术设计工作。③　配合程序、策划、运营等人员完成游戏的设计开发工作。④　手绘能力强，能独立设计原画，角色和场景，能独立负责游戏的概念美术设计。⑤　优秀的合作能力，能与制作人，美术人员，程序，策划和运营沟通合作，能够接受有关工作的不同意见及反馈。⑥　擅长欧美画风。服务优势:1.根据策划文案完成二维原画设计；2.主要负责角色设定、角色立绘、角色插画、美宣插画；3.二次元风格优先，擅长韩风、和风、赛璐璐、伪厚涂以及国风方向优先，厚涂、写实、欧美亦可；8.项目对标范围有《阴阳师》、《百闻牌、《白夜极光》、《三国志幻想大陆》、《公主连结》、《明日方舟》等。服务前需客户提供的信息:【前期沟通所需资料】①　提供项目所需要文档及资料。②　沟通项目的图片资料和解说词，乙方可以提供策划方案。③　使用场景及针对人群，解说脚本准备。④　对标参考样片及预期案例。⑤　评估预算费用及时间。⑥　公司领导验收期望结果。⑦　感谢您选择湾流动画店铺，在猪八戒平台下单。
135,二维三维课件科普mg动画制作设计宣传片剪辑年会视频影视,服务内容全部包含:【二维动画】 【影视制作】 【三维动画】 1、品牌推广 1、企业宣传 1、产品推广 2、产品宣传 2、产品广告 2、品牌形象 3、活动开场 3、政府汇报 3、工业流程 4、流程讲解 4、专题记录 4、医疗设备 5、政策科普 5、活动暖场 5、裸眼3D 6、电商营销 6、品牌形象 6、片头演绎 7、教育课件 7、剪辑合成 7、展厅折幕服务优势:【九大优势】 1选经验：各行业知名龙头企业服务经验 2选成员：员工均实战经验均超百余项目 3选标准：广告公司标准化服务流程体系 4选服务：项目群技术人员实时沟通交流 5选效果：珠三角品质把控比您更高要求 6选速度：工单智能化严格把握进度流程 7选创意：策划小组头脑风暴创意点集合 8选实力：安妮奖团队美术硬核介入项目 9选声誉：十年用心服务客户99%亲和度服务前需客户提供的信息:【前期沟通所需资料】 【1关于项目的文稿资料】 【2关于项目的图片资料】 【3如有解说词脚本更好】 【4对标参考样片及预期】 【5预算控制标准及描述】其他:【合作流程】 创意策划：制片主任带队进行创意策划，形成精美格式汇报方案 美术风格：遵循方案要求进行美术设计，搭配场景内容风格配色 动画制作：理解画面内容深度价值意义，创造灵活自然感官动效 品质把控：导演制片内部团队双重审核，严格要求项目出品质量 初稿提交：约定工期之前发送初稿样片，守时保质完成甲方要求
136,MG动画二维3d视频宣传视频电商产品特效剪辑制作拍摄产品,服务内容全部包含:亦北品牌设计是一家集品牌全案设计，产品设计，室内设计，软件培训为一体的全案的设计公司，我们致力于0到1，从logo设计，包装设计，ip设计，线上线下宣传物料等多领域的研究与实践。为近千家企业提供了good的服务并得到一致好评。多年的设计积累了丰富的设计经验和电商行业运营的洞察力。 公司坚持“用心创造价值”的理念，结合客户的需求，从good的服务和完美的质量出发，不断探索，不断实践，追求 very good，我们始终坚持用设计为客户解决问题，用设计为客户创造出品牌价值和商业价值。我们的服务范围：亦北设计有限公司专业服务打造 very good的企业形象，从品牌设计到产品研发，以及产品包装，电商运营，室内设计，景观设计等综合服务为一体的设计企业，坚持高质量的设计，一站式服务携手客户成为品牌的创造者。我们站在市场的角度，根据企业的品牌战略，创造出具有市场价值的设计作品。如果您也和我们一样，拥有把产品做到极致的“用心创造价值”的心态，拥有开创 very good品牌的心态，就来找我们，我们会竭尽全力为您创造属于您和您品牌的辉煌。我们的价格不一定是最低的，但是我们敢确保我们的服务态度和作品的质量是棒棒的，亦北设计相信今天的合作，就是明天你我的共赢！亦北设计针对合作过的客户，可以提供全年的设计任务，日常设计，作图中遇到的问题，免费解决。一次合作，就可以享受拥有自己设计公司的服务体验
137,mg flash二维动画制作GIF LOGO动画MG动画,服务内容全部包含:影视制作：广告片、微电影、宣传片、专题片、纪录片、短视频、社交媒体视频、微课慕课、电商推广视频配音配乐、剪辑服务、场景搭建、画面校色、字幕添加、影视特效、片头片尾制作二维动画：企业宣传、企业招聘、产品宣传、科普教育、工艺宣传、商业汇报、知识培训三维动画：工程动画、机器动画、医学动画、系统原理动画、生产工艺动画、生产流程动画、影视动画、产品动画、城市漫游动画、建筑动画、展厅动画、裸眼3D服务优势:1.知名各行业龙头企业服务经验 2.主创团队来源于原央视纪录片频道3.南京师范大学新传院教授坐镇指导4.员工来源于国内知名艺术、传媒、戏剧类高校5.项目组群实时沟通，在线交流反馈6.流程化服务，严格把控进度与质量7.可联动电视广告播出及媒体宣传推广服务前需客户提供的信息:1.有关项目的文件文稿2.有关项目的图片视频素材资料3.对标参考样片及预期效果4.项目预算与制作周期需求5.使用场景及目标针对人群6.所在行业的其他特殊需求其他:工作流程：咨询沟通——顾问跟进——项目组成立——文案创作——分镜脚本——勘景拍摄——样片制作——意见反馈——后期调整——品控审核——交付成片——售后跟踪
138,二维动画MG动画制作网站视频宣传公益介绍科普,服务内容全部包含: 亦北品牌设计是一家集品牌全案设计，产品设计，室内设计，软件培训为一体的全案的设计公司，我们致力于0到1，从logo设计，包装设计，ip设计，线上线下宣传物料等多领域的研究与实践。为近千家企业提供了good的服务并得到一致好评。多年的设计积累了丰富的设计经验和电商行业运营的洞察力。 公司坚持“用心创造价值”的理念，结合客户的需求，从good的服务和完美的质量出发，不断探索，不断实践，服务优势:我们的服务范围：亦北设计有限公司专业服务打造 very good的企业形象，从品牌设计到产品研发，以及产品包装，电商运营，室内设计，景观设计等综合服务为一体的设计企业，坚持高质量的设计，一站式服务携手客户成为品牌的创造者。我们站在市场的角度，根据企业的品牌战略，创造出具有市场价值的设计作品。服务前需客户提供的信息:如果您也和我们一样，拥有把产品做到极致的“用心创造价值”的心态，拥有开创 very good品牌的心态，就来找我们，我们会竭尽全力为您创造属于您和您品牌的辉煌。我们的价格不一定是最低的，但是我们敢确保我们的服务态度和作品的质量是棒棒的，亦北设计相信今天的合作，就是明天你我的共赢！
139,企业高校微课数字动画绿幕录屏二维MG三维动画制作,服务内容全部包含:公司介绍：小二郎文化传媒有限公司于2012年正式组建，于2015年注册并成立公司，以重庆为总部，拥有小二郎(北京)、小二郎(上海)、小二郎(深圳)、小二郎(杭州)、小二郎(成都)六大影视品牌全案中心。企业员工毕业于纽约电影学院、浙江传媒大学、重庆大学，西南政法大学，重庆邮电大学、吉林动画大学等国内外知名学府。旗下拥有“ 品牌策划运营”“影视拍摄制作”“动画动漫创作” “美术视觉设计“四大业务板块，共计7大类超过50项产品服务，为企业提供贯穿品牌宣传推广全生命周期的内容制作解决方案。我们的客户遍布全球数十个国家和地区，覆盖超过30个细分行业领域。服务优势：1.品牌：上市公司供应商2.口碑：3000＋99%满意度3.服务：提供完善的售后服务体系4.硬件：电影级影视制作全套设备5.创意：构建创意星球社区，集合2000＋创意方案6.模式：“影视＋中央厨房”创作系统7.标准：打造工业化、数字化的15项标准制作流程8.文化：记录中国非遗文化，传播中华民族精神内核服务流程：需求沟通-确定商务合作-托管赏金-建立项目组-创意策划-文案撰写-素材摄制-后期制作-交付样片-调整完善-品控审核-交付成片
140,3D虚拟主播偶像短视频抖音二次元数字人动态捕捉直播开发,服务内容全部包含:抖音虚拟主播ai生成人工智能数字虚拟元宇宙短视频抖音3D虚拟主播数字人动态捕捉虚拟主播偶像二次元数字人直播特效开发服务优势:1 无费用出方案，不满意退款！2 7-10天交付上线，速度快，有保障，价格低！3 上百款游戏模版任选，成本更低；4 项目经理全程跟随对接，一条龙服务；5 项目实测，全程教学。一站式服务，让您解除一切后顾之忧！服务前需客户提供的信息:具体内容沟通请联系我们：手机登录用户：点击下方【立即咨询】电脑登录用户：点击右侧【电话联系】【微信咨询】【在线咨询】均可其他:服务流程：需求沟通—需求评估—项目立项—产品规划—UI设计—程序开发—质量审核—验收交付—部署上线—后期维护
141,二维三维动画医疗动画片头产品演示流程建模3D特效制作设计,服务内容全部包含:小二郎文化传媒旗下拥有“ 品牌策划运营”“影视拍摄制作”“动画动漫创作” “美术视觉设计“四大业务板块，共计7大类超过50项产品服务，为企业提供贯穿品牌宣传推广全生命周期的内容制作解决方案。我们的客户遍布全球数十个国家和地区，覆盖超过30个细分行业领域，9000＋服务经验，现已服务包括腾讯、阿里、华为、海尔、万达集团等200多家上市企业，40多家世界500强。我们的客服24小时在线，欢迎咨询~服务优势:1.品牌：上市公司供应商2.口碑：3000＋99%满意度3.服务：提供完善的售后服务体系4.硬件：电影级影视制作全套设备5.创意：构建创意星球社区，集合2000＋创意方案6.模式：“影视＋中央厨房”创作系统7.标准：打造工业化、数字化的15项标准制作流程8.文化：记录中国非遗文化，传播中华民族精神内核服务前需客户提供的信息:客户需要提供动画的ip形象、场景、动画时长等基础信息、基础文案内容、参考风格类型、案例视频基础文案内容、参考风格类型、案例视频，最好提供清晰的动画预算、我们可以根据不同的风格类型进行最大化的发挥，达到客户想要的效果。其他:服务流程：需求沟通-确定商务合作-托管赏金-建立项目组-创意策划-文案撰写-素材摄制-后期制作-交付样片-调整完善-品控审核-交付成片
142,产品三维3D机械科普施工安全工业裸眼3D器械动画制作设计,服务内容全部包含:布丁影视文化传媒多年深耕于影视制作，在上海、北京、深圳等一线、新一线城市拥有独特品牌业务线，公司以内容创作为核心，集影音摄制、文案撰写、平面设计、互动推广于一体，为企业提供贯穿品牌全生命周期的“内容+传播 “解决方案的服务商。现拥有“品牌运营”“影视制作”“动画动漫”“视觉设计”四大事业部，拥有两大业务板块，7 大类共计 33 项产品服务服务优势:1.品牌：上市公司供应商2.口碑：3000＋99%满意度3.服务：提供完善的售后服务体系4.硬件：电影级影视制作全套设备5.创意：构建创意星球社区，集合2000＋创意方案6.模式：“影视＋中央厨房”创作系统7.标准：打造工业化、数字化的15项标准制作流程服务前需客户提供的信息:客户需求描述和具体要求其他:需求沟通-确定商务合作-托管赏金-建立项目组-创意策划-文案撰写-素材摄制-后期制作-交付样片-调整完善-品控审核-交付成片
143,【手术三维动画】3D医学科普丨培训&知识科普丨人体动画片,服务内容全部包含:服务内容全部包含【企业宣传】|【二维动画】丨【三维动画】1、企业宣传 | 1、品牌推广 丨1、产品介绍2、品牌形象 | 2、产品宣传 丨2、医疗设备3、活动暖场 | 3、流程讲解 丨3、手术科普4、展厅展示 | 4、情景剧情 丨4、企业生产流程 5、企业年会 | 5、知识科普 丨5、培训课程6、成果汇报 | 6、使用说明 丨6、科技企业形象片服务优势:九大优势【1看效果：出片有保障，高效赋能企业】【2看经验：合作行业龙头，精通专业与媒体结合】【3看团队：团队沟通，实战超百余项目】【4看标准：制定标准，一条龙服务流程】【5看服务：项目组实时沟通，有疑问高效回复】【6看速度：实时沟通，保障业主交付时间】【7选创意：可带脚本沟通，确认业主需求】【8选声誉：多平台服务，保护客户隐私】【9选实力：长期服务腾讯阿里等高端企业】服务前需客户提供的信息:服务前需客户提供的信息:【1提供项目的相关文档】【2有脚本文案提供脚本】 【3使用场景及针对人群】【4类似对标参考样片】【5其他期望效果】备注：因宣传属于定制化方案，各行业之间所需资料不完全相似，具体可联系本店客服进一步咨询其他:合作流程：创意策划：与项目经理对接，如需创意策划，可与业主沟通确定风格美术风格：遵循方案要求进行美术设计，搭配场景内容风格配色动画制作：理解画面内容深度价值意义，创造灵活自然感官动效品质把控：内部团队双重审核，严格要求项目出品质量初稿提交：约定工期之前发送初稿样片【精选合作伙伴】医疗医美行业：众远医美、蓝怡科技、虞美人、云伴生物央企事务所：立信事务所、悦创科技、青年大学习
144,物流营销二维**汽车动画旅游**mg设计制互联网游戏,服务内容全部包含:【二维动画】|【影视制作】 | 【三维动画】1、品牌推广 | 1、企业宣传 | 1、产品推广2、产品宣传 | 2、产品广告 | 2、品牌形象3、活动开场 | 3、政府汇报 | 3、工业流程4、流程讲解 | 4、专题记录 | 4、医疗设备5、政策科普 | 5、活动暖场 | 5、游戏动作6、电商营销 | 6、品牌形象 | 6、片头演绎7、教育课件 | 7、剪辑合成 | 7、展厅折幕服务优势:【九大优势】1看效果：单作品播放1.2亿，累积粉丝超500万2看经验：上百种风格可选，各行均有企业案例3看团队：成员均科班毕业，实战超百余项目4看标准：电影级制作标准，一条龙服务流程5看服务：项目组实时沟通，有疑问高效回复6看速度：多团队并驾齐驱，把控进度更高效7选创意：三种方案供选择，头脑风暴更简单8选声誉：十五年服务经验，猪八戒网可追溯9选实力：抖音年度五十强，快手优质MCN服务前需客户提供的信息:★前期沟通所需资料★【1提供项目的相关文档】【2有解说词提供解说词】 （没有解说词艺尚提供策划方案）【3使用场景及针对人群】【4对标参考样片及预期】【5领导要求及期望效果】★备注★因广告宣传属于定制化方案，各行业之间所需资料大不相同，具体可联系本店客服进一步咨询其他:★合作伙伴★互 联 网 ：腾讯、360、滴滴、联想、5微软 等家电行业：华为、小米、老板、海尔、怡口 等金投行业：招商、中银、万家、平安、华安 等汽车行业：福特、丰田、驰加、理想、蔚蓝 等餐饮行业：麦当劳、王老吉、三只松鼠、甄选 等软件应用：腾讯云、企加云、汉得中台、甄零 等★友情提示★1、政府、公益、地产、医疗行业等各行各业皆有对应案例；2、所有提到的品牌均有真实案例；
145,【二维动画】MG动画丨Flash动画丨情景剧情丨知识科普,服务内容全部包含:服务内容全部包含【企业宣传】|【二维动画】丨【三维动画】1、企业宣传 | 1、品牌推广 丨1、产品介绍2、品牌形象 | 2、产品宣传 丨2、医疗设备3、活动暖场 | 3、流程讲解 丨3、手术科普4、展厅展示 | 4、情景剧情 丨4、企业生产流程 5、企业年会 | 5、知识科普 丨5、培训课程6、成果汇报 | 6、使用说明 丨6、科技企业形象片服务优势:九大优势【1看效果：出片有保障，高效赋能企业】【2看经验：合作行业龙头，精通专业与媒体结合】【3看团队：团队沟通，实战超百余项目】【4看标准：制定标准，一条龙服务流程】【5看服务：项目组实时沟通，有疑问高效回复】【6看速度：实时沟通，保障业主交付时间】【7选创意：可带脚本沟通，确认业主需求】【8选声誉：多平台服务，保护客户隐私】【9选实力：长期服务腾讯阿里等高端企业】服务前需客户提供的信息:【1提供项目的相关文档】【2有脚本文案提供脚本】 【3使用场景及针对人群】【4类似对标参考样片】【5其他期望效果】合作流程：创意策划：与项目经理对接，如需创意策划，可与业主沟通确定风格美术风格：遵循方案要求进行美术设计，搭配场景内容风格配色动画制作：理解画面内容深度价值意义，创造灵活自然感官动效品质把控：内部团队双重审核，严格要求项目出品质量初稿提交：约定工期之前发送初稿样片其他:【精选合作伙伴】科技行业：腾讯、六线速云、数动微木文化影视行业：西南卡普、中国戏曲教育、北京电视台旅游广告、巴蜀非遗小吃娱乐电商行业：三只羊文娱、爱玩宝游戏、唯丝寇护肤、德国柯塞德医疗医美行业：众远医美、蓝怡科技、虞美人、云伴生物央企事务所：立信事务所、悦创科技、青年大学习、金台悦动企业运营商：瑞谷科创、追马网
146,企业MG动画视频教育宣传推广二维动画定制做科普公益政府,服务内容全部包含:商务流程：首付款一开始制作-制作完成-尾款。 1、沟通需求，了解客户具体的诉求点（风格、时长、制作周期） 2、给出报价，根据报价签约合同 3、首付款到位后，合同生效，制作开始 4、根据服务流程开始制作  5、制作完成后，客户支付尾款，最终提供高清文件 6、根据服务开具发票等事宜服务优势:精细高效设计团队，深耕二维动画设计行业多年。专注二维动画解决方案。工程施工动画、机械原理动画、智能制造动画、工业流程动画、产品演绎动画、地产建筑动画、事故救援动画、flash动画、医疗动画、MG动画等六八九动漫创意作为一家全国性专业二维动画服务商；自有一支专业高效的、全流程服务团队，为您保驾护航服务前需客户提供的信息:1.相关产品或公司介绍以便更加了解片子的定位、制作方向2.制作时长、需求风格、质量或参考案例以便更准确的进行动画制作3.是否提供脚本、配音提前清晰客户的需求，更快的安排制作4.投放途经范围、大概的制作周期在制作周期范围内可进行多次沟通，能够有效的提高片子质量5.其他要求明确客户其他要求
147,二维动画制作MG AE动画企业产品宣传科普讲解GIF动画,服务内容全部包含:影视制作：广告片、微电影、宣传片、专题片、纪录片、短视频、社交媒体视频、微课慕课、电商推广视频配音配乐、剪辑服务、场景搭建、画面校色、字幕添加、影视特效、片头片尾制作二维动画：企业宣传、企业招聘、产品宣传、科普教育、工艺宣传、商业汇报、知识培训三维动画：工程动画、机器动画、医学动画、系统原理动画、生产工艺动画、生产流程动画、影视动画、产品动画、城市漫游动画、建筑动画、展厅动画、裸眼服务优势:服务优势：1.知名各行业龙头企业服务经验 2.主创团队来源于原央视纪录片频道3.南京师范大学新传院教授坐镇指导4.员工来源于国内知名艺术、传媒、戏剧类高校5.项目组群实时沟通，在线交流反馈6.流程化服务，严格把控进度与质量7.可联动电视广告播出及媒体宣传推广服务前需客户提供的信息:服务前需客户提供的信息: 1.有关项目的文件文稿2.有关项目的图片视频素材资料3.对标参考样片及预期效果4.项目预算与制作周期需求5.使用场景及目标针对人群6.所在行业的其他特殊需求其他:其他：工作流程：咨询沟通——顾问跟进——项目组成立——文案创作——分镜脚本——勘景拍摄——样片制作——意见反馈——后期调整——品控审核——交付成片——售后跟踪
148,VR/AR游戏开发3D/unity元宇宙虚拟线上体验展馆,服务内容全部包含:H5游戏APP游戏网页游戏PC游戏3D游戏区块链游戏小程序游戏VR/AR游戏游戏美术3D游戏建模软件开发系统软件开发APP产品开发网站开发小程序开发服务优势:1无费用出方案，不满意退款！2海量模板 7天交付上线，速度快，有保障，价格低！3为上市公司和政府提供技术支持， 碧桂园、广汽三菱、字节跳动等品牌保障！4游戏开发外包领域全网粉丝第一万粉 全网认可！5团队80后老技术员 十年技术壁垒， 90后年轻技术员能加班。 团队热爱软件，热衷游戏行业发展。6包软著、包服务器+域名+备案、做游戏，赠送 游戏官网、永久运维。一站式服务，让您解除一切后顾之忧服务前需客户提供的信息:云创游科技是成熟的游戏开发公司之一，以实惠的价格提供端到端的游戏开发服务。我们的 50 多名团队拥有开发业内成熟游戏的经验，包括各种2D/3D游戏、NFT区块链/元宇宙游戏、AR/VR/MR游戏等。在过去的十年中，我们使用 Unity3D、cocos、Unreal、LayaBox，白鹭，Flash，Vue，nodejs，Java，PHP等成熟开发技术为移动、PC 和 Web 开发了各种游戏。其他:具体内容沟通请联系我们：手机登录用户：点击下方【立即咨询】电脑登录用户：点击右侧【电话联系】【微信咨询】【在线咨询】均可
149,三维动画制作机械3DVR工程施工产品演示建筑工艺流程设计,服务内容全部包含:精细高效设计团队，深耕数字动画设计行业10余年。专注3D数字动画、展馆互动多媒体、方案效果图、虚拟仿真等解决方案。工程施工动画、机械原理动画、智能制造动画、工业流程动画、产品演绎动画、地产建筑动画、事故救援动画、影片剪辑包装、flash动画、医疗三维动画、数字孪生、VR动画、服务优势:"云境视觉作为一家全国性专业数字视觉综合服务商；自有一支30人高效的、全流程数媒设计、制作团队，为企业客户保驾护航。完善的团队体系，自创标准化作业，实时把控项目进度，保障项目高效率、高质量推进。服务前需客户提供的信息:营销卖点，画面突出主题，参考样片，基础文案，项目图纸，相关视频照片。营销卖点，画面突出主题，参考样片，基础文案，项目图纸，相关视频照片。
150,二维动画定制企业产品宣传MG动画制作手绘卡通科普公益动画,服务内容全部包含:商务流程：首付款一开始制作-制作完成-尾款。 1、沟通需求，了解客户具体的诉求点（风格、时长、制作周期） 2、给出报价，根据报价签约合同 3、首付款到位后，合同生效，制作开始 4、根据服务流程开始制作  5、制作完成后，客户支付尾款，最终提供高清文件 6、根据服务开具发票等事宜服务优势:精细高效设计团队，深耕二维动画设计行业多年。专注二维动画解决方案。工程施工动画、机械原理动画、智能制造动画、工业流程动画、产品演绎动画、地产建筑动画、事故救援动画、flash动画、医疗动画、MG动画等六八九动漫创意作为一家全国性专业二维动画服务商；自有一支专业高效的、全流程服务团队，为您保驾护航服务前需客户提供的信息:1.相关产品或公司介绍以便更加了解片子的定位、制作方向2.制作时长、需求风格、质量或参考案例以便更准确的进行动画制作3.是否提供脚本、配音提前清晰客户的需求，更快的安排制作4.投放途经范围、大概的制作周期在制作周期范围内可进行多次沟通，能够有效的提高片子质量5.其他要求明确客户其他要求
151,flash动画MG、AE二维视频三维影视后期剪辑宣传制作,服务内容全部包含:【二维动画】|【影视制作】 | 【三维动画】1、品牌推广 | 1、企业宣传 | 1、产品推广2、产品宣传 | 2、产品广告 | 2、品牌形象3、活动开场 | 3、政府汇报 | 3、工业流程4、流程讲解 | 4、专题记录 | 4、医疗设备5、政策科普 | 5、活动暖场 | 5、游戏动作6、电商营销 | 6、品牌形象 | 6、片头演绎7、教育课件 | 7、剪辑合成 | 7、展厅折幕服务优势:【七大优势】1看经验：上百种风格可选，各行均有企业案例2看团队：成员均科班毕业，实战超百余项目3看标准：电影级制作标准，一条龙服务流程4看服务：项目组实时沟通，有疑问高效回复5看速度：多团队并驾齐驱，把控进度更高效6选创意：三种方案供选择，头脑风暴更简单7选声誉：十五年服务经验，猪八戒网可追溯服务前需客户提供的信息:★前期沟通所需资料★【1提供项目的相关文档】【2有解说词提供解说词】 （没有解说词我们提供策划方案）【3使用场景及针对人群】【4对标参考样片及预期】【5领导要求及期望效果】★备注★因广告宣传属于定制化方案，各行业之间所需资料大不相同，具体可联系本店客服进一步咨询，我们将为您提供多样化服务。其他:★友情提示★1、政府、公益、地产、医疗行业等各行各业皆有对应案例；2、所有提到的品牌均有真实案例；
152,PPT制作设计美化PPT动画keynote动态代做定制,服务内容全部包含:专业、高效的PPT解决方案提供商。通过与我们合作，您可以获得一份精心打造的、专业而高效的PPT，帮助您在商务场合中更好地传递信息、引起关注。服务包括企业介绍、招商、发布会、演讲、培训课件和工作汇报等。我们的解决方案不仅包括静态展示，还能以动态形式呈现PPT内容，使您的信息更生动、更吸引人。无论您是需要一个全新的PPT设计，还是对现有的演示稿进行优化，我们都能够满足您的需求，期待与您合作。服务优势:我们拥有国内专业的策略咨询和创意实施团队，专注于以企业需求为出发点，以消费者需求为核心。通过丰富的营销实践经验和创意解决方案，我们致力于为企业在不同成长阶段和生命周期提供一站式服务，包括取名、品牌策划、商业策划、品牌设计、PPT设计、等创意配套服务。服务前需客户提供的信息:如果您有任何特殊要求，请在需求表中标注清楚。如遇到任何不清楚的地方，随时联系我们的客服人员，他们将竭诚为您服务。我们致力于为您提供专业而周到的定制服务，期待为您打造完美的产品。
153,MG科普宣传教育动画只是****招生汇报公益安全电商动画,服务内容全部包含:艺尚传媒-专业动画制作公司，入驻猪八戒平台已有14年，曾亮相重庆碑、优秀服务商报刊、品牌专题等多方报道；专业领域：MG动画二维三维动画影视特效包装实拍剪辑flash飞碟说手绘定制作卡通形象吉祥物插画电子地图卡通形象IP设计创意Q版吉祥物三维3D建模手绘插画表情包设计企业3D产品AE三维影视拍摄剪辑宣传片定制作
154,MG动画制作二维动画制作产品品牌宣传片,服务内容全部包含:【MG动画】【二维动画】【三维动画】【品牌视频】【产品视频】【活动视频】【影视后期】【实拍动画】 1、品牌推广、企业宣传2、产品推广、产品宣传3、流程讲解、工业流程4、政策科普、片头演绎5、教育课件、剪辑合成服务优势:1、成熟稳定的项目设计师实体团队，团队的设计师都经过千锤百炼，可以成熟驾驭各类项目。2、完善的服务流程体系，项目团队全天候24小时随时在线。3、我们提供三年售后服务，延续视频的长期性使用价值。4、成立九年，服务超过1000家企业客户，积累了各种行业领域的创作经验。服务前需客户提供的信息:品牌调研1、公司所处行业?2、公司的品牌愿景是?3、是否有品牌广告语?4、你认为公司的风格是?5、产品的特性是?6、产品在同行业中的优势为?7、最希望突出的产品/品牌特性是?8、公司给客户带去的核心价值是?设计调研1、动画的用途是什么?2、动画的受众群体是?3、喜欢的风格及品质是?4、希望动画着重体现哪些内容?
155,产品动画三维生产工艺流程工业机械演示原理城市建筑漫游动画,服务内容全部包含:影视制作：广告片、微电影、宣传片、专题片、纪录片、短视频、社交媒体视频、微课慕课、电商推广视频配音配乐、剪辑服务、场景搭建、画面校色、字幕添加、影视特效、片头片尾制作二维动画：企业宣传、企业招聘、产品宣传、科普教育、工艺宣传、商业汇报、知识培训三维动画：工程动画、机器动画、医学动画、系统原理动画、生产工艺动画、生产流程动画、影视动画、产品动画、城市漫游动画、建筑动画、展厅动画、裸眼3D服务优势:服务优势：1.知名各行业龙头企业服务经验 2.主创团队来源于原央视纪录片频道3.南京师范大学新传院教授坐镇指导4.员工来源于国内知名艺术、传媒、戏剧类高校5.项目组群实时沟通，在线交流反馈6.流程化服务，严格把控进度与质量7.可联动电视广告播出及媒体宣传推广服务前需客户提供的信息:服务前需客户提供的信息: 1.有关项目的文件文稿2.有关项目的图片视频素材资料3.对标参考样片及预期效果4.项目预算与制作周期需求5.使用场景及目标针对人群6.所在行业的其他特殊需求其他:其他：工作流程：咨询沟通——顾问跟进——项目组成立——文案创作——分镜脚本——勘景拍摄——样片制作——意见反馈——后期调整——品控审核——交付成片——售后跟踪
156,【机械动画】3D三维重工业流程演示设备安装工厂视频设计制,服务内容全部包含:秉之文化是专注影视动画制作的一家公司，现以重庆为总部，在北京、广东、杭州、上海、江苏、成都先后成立六大动画品牌全案中心。为影视文化市场提供精湛的动画专业制作服务。业务板块涵盖:特效制作，影视CG，二维动画，三维动画、影视拍摄等服务内容灵活满足全球不同品牌、影视运营商、导演，制片人等差异化需求及快速创新的追求理念。在众多制作方面都获得了客户一致好评，客户复购率高，并且业务范围涉及全国及海外。服务优势:1.专业的团队：团队成员均来自名校，有着丰富的制作经验和优秀的代表作品和服务背书，央视/世界500强/上市公司优质供应商。2.良好的口碑：5000+客户合作经验，97%的顾客满意率，累计制作20000分钟，任务交付零超期。3.项目沟通零距离：专业AE1V1全程跟进，节省沟通成本，保证项目准时交付，每日分享项目实时进度，把控质量，让客户省心省力省时。4.完善的售后：初稿不满意随时退款。服务前需客户提供的信息:1 提供产品或企业资料信息，后期用途。2 需要您明确视频需要做多长时间，几分钟；3 如果需要旁白/解说词，如果无法提供，可以简单提供解说文稿或我们根据您提供的资料进行撰写，也可以根据您提供的解说词进行润泽拔高；4 尺寸一般情况下高清尺寸，如果您有特殊要求，可以说明；5 初步沟通后，我们会专门为您列举该合作所需要的前期资料表发您。其他:确认合作—建立项目组-创意策划-文案撰写-素材摄制-后期制作-交付样片-调整完善-品控审核-交付成片服务客户:华为、腾讯、万达、米哈游、小米、国家电网、中国移动、中国电信、中国航空、中国平安、太平洋、东风日产、新东方英语、现代汽车、大众汽车、荔枝FM、CCTV、京东宠物、百度、海尔集团、可口可乐、周六福珠宝等知名企业和政府单位，目前已成为上百家知名企业指定供应商，达成年度合作关系。
157,MG动画制作二维动画飞碟说flash动画制作政府宣传动画,服务内容全部包含:广州君扬文化传媒多年深耕于影视制作，公司以内容创作为核心，集影音摄制、二维动画制作、3D建模、三维动画制作、短视频制作、文案撰写、平面设计于一体，为企业提供贯穿品牌全生命周期的“内容+传播 “解决方案的传媒公司。服务优势:公司以内容创作为核心，集影音摄制、二维动画制作、3D建模、三维动画制作、短视频制作、文案撰写、平面设计于一体，为企业提供贯穿品牌全生命周期的“内容+传播 “解决方案的传媒公司。服务前需客户提供的信息:服务前需客户提供的信息:1 提供产品或企业资料信息，后期用途。2 需要您明确视频需要做多长时间，几分钟；3 如果需要旁白/解说词，如果无法提供，可以简单提供解说文稿或我们根据您提供的资料进行撰写，也可以根据您提供的解说词进行润泽拔高；4 尺寸一般情况下高清尺寸（1080p），如果您有特殊要求，可以说明；5 初步沟通后，我们会专门为您列举该合作所需要的前期资料表发您。
