chaoxiang,danjia,id,loucheng,mianji,score,shape,zhuangxiu
南北,30758元/平米,12494,高层,132平米,6.3,4室2厅2卫,精装修
南北,131283元/平米,12496,高层,302.02平米,6.6,4室2厅3卫,精装修
南北,143621元/平米,12497,低层,119.76平米,6.0,3室2厅2卫,精装修
南北,69536元/平米,12498,底层,273.24平米,6.4,4室2厅3卫,豪华装修
南北,38349元/平米,12499,中层,177.32平米,6.2,4室2厅3卫,精装修
南,13657元/平米,12500,中层,30平米,6.2,2室1厅1卫,简装修
南北,88571元/平米,12501,高层,350平米,6.0,5室2厅1卫,简装修
南北,8398元/平米,12502,中层,56平米,6.2,2室2厅1卫,简装修
南北,33301元/平米,12503,中层,93.09平米,5.7,3室2厅2卫,精装修
东南,7333元/平米,12504,中层,75平米,6.5,3室2厅2卫,精装修
南,141538元/平米,12505,底层,260平米,6.6,5室2厅6卫,豪华装修
南北,42857元/平米,12506,底层,140平米,4.2,4室2厅2卫,精装修
南,10417元/平米,12507,顶层,96平米,3.8,3室2厅2卫,精装修
南北,86154元/平米,12508,低层,325平米,4.6,5室2厅3卫,豪华装修
北,39744元/平米,12509,底层,78平米,6.2,3室2厅1卫,精装修
南,26000元/平米,12510,中层,20平米,6.5,2室2厅1卫,精装修
南北,71759元/平米,12511,低层,216平米,6.4,4室2厅3卫,豪华装修
南,40909元/平米,12512,低层,88平米,6.3,3室2厅1卫,精装修
南,108007元/平米,12513,底层,612平米,6.7,8室3厅4卫,豪华装修
南北,85018元/平米,12514,高层,270.53平米,6.1,4室2厅4卫,豪华装修
南北,69510元/平米,12517,高层,316.5平米,6.1,5室2厅4卫,精装修
南北,58456元/平米,12518,低层,272平米,6.2,4室2厅3卫,精装修
西北,211382元/平米,12520,低层,123平米,6.3,2室1厅1卫,豪华装修
南北,15152元/平米,12521,高层,33平米,3.4,2室2厅1卫,简装修
南北,8792元/平米,12523,低层,114.88平米,5.6,3室2厅2卫,精装修
南北,34048元/平米,12525,中层,42平米,6.2,2室2厅1卫,简装修
东南,64250元/平米,12527,中层,261.4平米,6.6,4室2厅5卫,精装修
南北,47283元/平米,12528,中层,92平米,6.3,2室2厅2卫,精装修
南,92321元/平米,12531,底层,224平米,6.7,4室3厅5卫,精装修
南北,58382元/平米,12539,高层,272平米,6.2,4室2厅3卫,精装修
南,28000元/平米,12541,高层,85平米,5.5,3室2厅2卫,豪华装修
北,45667元/平米,12542,高层,94.16平米,5.9,2室1厅1卫,豪华装修
南北,15625元/平米,12543,低层,32平米,6.7,2室2厅2卫,精装修
南,40933元/平米,12544,低层,119.22平米,5.9,3室2厅1卫,豪华装修
南北,49188元/平米,12545,高层,88.64平米,5.9,3室2厅2卫,简装修
南北,19118元/平米,12546,高层,34平米,8.0,2室1厅1卫,简装修
东,56580元/平米,12547,高层,109.58平米,6.1,3室1厅1卫,精装修
南北,66972元/平米,12548,底层,109平米,4.6,3室2厅2卫,精装修
南,66037元/平米,12549,低层,114.3平米,5.9,4室2厅2卫,精装修
南北,34356元/平米,12550,高层,163平米,4.1,4室2厅3卫,精装修
南北,31387元/平米,12551,低层,205.5平米,5.7,4室2厅3卫,精装修
南北,59595元/平米,12552,中层,285.26平米,4.4,5室2厅3卫,豪华装修
南北,131448元/平米,12553,高层,302.02平米,6.6,4室2厅3卫,精装修
南北,45770元/平米,12554,中层,67.73平米,5.8,3室2厅1卫,精装修
南北,31894元/平米,12555,中层,131.06平米,6.1,4室2厅2卫,精装修
南,34072元/平米,12556,顶层,587平米,5.6,4室3厅5卫,豪华装修
南北,50267元/平米,12557,高层,129.31平米,5.7,4室2厅2卫,精装修
南,56126元/平米,12558,高层,115.81平米,6.2,3室2厅2卫,精装修
南北,47200元/平米,12559,底层,125平米,4.5,4室2厅3卫,精装修
南北,75175元/平米,12560,高层,286平米,6.1,4室2厅3卫,豪华装修
南,50809元/平米,12561,底层,84.63平米,6.3,4室2厅2卫,精装修
南北,59487元/平米,12562,中层,127.76平米,5.9,3室2厅2卫,简装修
南北,32456元/平米,12563,底层,114平米,3.8,3室2厅2卫,精装修
南,74945元/平米,12564,底层,1187平米,5.1,8室3厅7卫,简装修
南北,39873元/平米,12565,低层,158平米,6.5,3室2厅2卫,精装修
南,107468元/平米,12566,底层,308平米,6.6,9室2厅8卫,精装修
南,46875元/平米,12567,底层,96平米,4.5,3室2厅2卫,精装修
东,39382元/平米,12568,低层,126.96平米,6.2,4室2厅2卫,精装修
南北,58438元/平米,12569,中层,480平米,6.1,6室2厅6卫,精装修
南北,75758元/平米,12570,低层,528平米,6.1,4室4厅4卫,精装修
南北,48642元/平米,11648,高层,98.68平米,5.9,2室2厅1卫,精装修
南北,29942元/平米,11649,中层,83.16平米,5.6,2室1厅1卫,简装修
东,22480元/平米,11650,底层,111.21平米,5.8,3室2厅2卫,精装修
南,38579元/平米,11652,中层,78.8平米,6.3,2室2厅1卫,精装修
南北,14507元/平米,11653,顶层,75平米,5.8,3室2厅2卫,毛坯
南,78529元/平米,11656,中层,177.26平米,6.4,4室2厅2卫,精装修
南北,50505元/平米,11657,中层,49.5平米,6.6,2室0厅1卫,精装修
南北,35792元/平米,11660,中层,92.2平米,5.8,2室2厅1卫,简装修
南,95096元/平米,11662,中层,73.61平米,6.4,2室1厅1卫,精装修
南,91358元/平米,11663,底层,383.11平米,6.5,6室2厅5卫,精装修
南,35091元/平米,11664,低层,103.16平米,6.2,3室2厅2卫,精装修
南北,98111元/平米,11665,中层,40.77平米,6.3,1室1厅1卫,精装修
南北,64718元/平米,11667,低层,89.62平米,6.3,3室2厅1卫,精装修
南北,35978元/平米,11669,高层,77.27平米,5.9,2室2厅1卫,精装修
南北,暂无价格,11671,中层,60.86平米, ,2室1厅1卫,精装修
南北,54224元/平米,11672,中层,79.3平米,6.0,3室2厅1卫,精装修
南,47355元/平米,11673,中层,68.63平米,6.5,2室1厅1卫,精装修
南,39172元/平米,11674,顶层,58.97平米,6.1,1室2厅1卫,精装修
南北,48734元/平米,11676,低层,89.26平米,5.6,3室2厅1卫,精装修
南,79805元/平米,11677,底层,411平米,6.2,5室2厅4卫,毛坯
南,62013元/平米,11678,高层,32.09平米,6.0,1室0厅1卫,简装修
南北,59296元/平米,11679,高层,166.96平米,6.1,4室2厅2卫,精装修
南,51338元/平米,11680,高层,53.43平米,6.5,2室1厅1卫,豪华装修
南北,91153元/平米,11683,低层,104.22平米,6.4,2室2厅1卫,豪华装修
南,73828元/平米,11689,高层,167.01平米,6.5,3室2厅3卫,精装修
南北,82626元/平米,11690,中层,99平米,6.2,3室2厅1卫,精装修
南,64580元/平米,11691,低层,122.02平米,5.9,2室1厅1卫,简装修
南北,64286元/平米,11694,中层,126平米,6.4,3室2厅2卫,简装修
南,40278元/平米,11695,顶层,72平米,6.3,2室1厅1卫,简装修
南北,21372元/平米,11697,中层,69.25平米,5.7,2室1厅1卫,精装修
南北,53788元/平米,11698,中层,66平米,6.0,2室2厅1卫,简装修
南,暂无价格,11700,底层,71.8平米, ,2室1厅1卫,精装修
南北,68052元/平米,11701,中层,77平米,5.8,2室2厅1卫,豪华装修
南北,38807元/平米,11703,中层,48.96平米,5.9,1室1厅1卫,精装修
南北,20761元/平米,11704,中层,72.25平米,5.8,2室1厅1卫,精装修
南北,30008元/平米,11705,低层,52.32平米,5.9,2室1厅1卫,简装修
南,50833元/平米,11706,底层,180平米,6.4,3室2厅3卫,精装修
南北,55783元/平米,11707,顶层,60.95平米,6.3,2室1厅1卫,简装修
南,8066元/平米,11708,底层,44.63平米,5.4,2室0厅1卫,简装修
南,80092元/平米,11709,底层,131.1平米,6.9,3室2厅2卫,精装修
南北,59545元/平米,11710,中层,66平米,6.8,2室2厅1卫,豪华装修
南北,47970元/平米,11711,中层,42.11平米,6.1,2室1厅1卫,中装修
南北,58539元/平米,11712,高层,99.08平米,6.0,2室2厅1卫,豪华装修
南北,98810元/平米,11714,中层,154.64平米,5.8,3室2厅2卫,豪华装修
南北,40462元/平米,11715,高层,80.57平米,6.0,3室1厅1卫,精装修
南北,56546元/平米,11716,中层,58.36平米,5.9,2室1厅1卫,精装修
南北,74828元/平米,11719,中层,114.93平米,6.0,2室2厅2卫,精装修
南,57271元/平米,11721,高层,48.89平米,6.5,1室1厅1卫,简装修
南北,70092元/平米,11722,高层,126.69平米,6.3,3室2厅2卫,豪华装修
南,8261元/平米,11724,底层,46平米,4.5,2室1厅1卫,简装修
南,39542元/平米,11726,中层,59.43平米,6.1,1室1厅1卫,精装修
南北,61125元/平米,11727,中层,106.34平米,6.1,3室2厅2卫,精装修
南,43548元/平米,11730,中层,68.89平米,6.3,2室1厅1卫,简装修
南北,89928元/平米,11732,中层,77.84平米,6.4,2室1厅1卫,简装修
东北,46500元/平米,11733,中层,81.72平米,6.3,2室1厅1卫,精装修
南北,26567元/平米,11735,中层,123.46平米,6.0,3室2厅2卫,简装修
南,35319元/平米,11736,顶层,103.91平米,6.0,3室2厅2卫,精装修
南北,95079元/平米,11737,高层,126平米,4.6,3室2厅2卫,豪华装修
南北,28962元/平米,11738,中层,91.5平米,5.5,3室2厅1卫,精装修
南北,58117元/平米,11739,中层,101.52平米,6.4,3室2厅1卫,精装修
南北,46849元/平米,11740,中层,89.65平米,6.5,2室2厅1卫,精装修
南北,50484元/平米,11741,高层,96.07平米,5.9,2室2厅1卫,简装修
东北,79031元/平米,11743,高层,132.86平米,6.5,2室2厅2卫,精装修
南北,51213元/平米,11744,中层,37.1平米,6.5,1室1厅1卫,精装修
南北,75838元/平米,11746,低层,131.86平米,6.4,3室2厅1卫,简装修
南北,71242元/平米,11747,顶层,179.67平米,6.5,4室2厅2卫,精装修
南,56636元/平米,11748,中层,65.33平米,6.3,2室1厅1卫,豪华装修
南北,40592元/平米,11749,中层,91.15平米,5.8,2室2厅2卫,简装修
南,109951元/平米,11750,中层,144.61平米,5.8,3室2厅2卫,精装修
南北,107406元/平米,11751,中层,150.83平米,6.7,3室2厅2卫,简装修
南,78574元/平米,11754,底层,227.81平米,5.7,5室2厅4卫,简装修
南,95543元/平米,11755,高层,104.56平米,6.4,3室1厅1卫,精装修
南北,46994元/平米,11756,高层,76.18平米,6.1,1室1厅1卫,简装修
南北,60544元/平米,11757,高层,107.36平米,6.1,3室2厅1卫,精装修
南,26230元/平米,11759,中层,61平米,5.9,1室1厅1卫,毛坯
南北,16463元/平米,11761,底层,82平米,5.4,2室2厅1卫,精装修
南北,59327元/平米,11764,高层,50.23平米,5.9,2室1厅1卫,精装修
南北,89382元/平米,11765,中层,64.89平米,6.3,2室1厅1卫,精装修
南,48552元/平米,11767,中层,113.28平米,6.9,2室2厅1卫,精装修
南,97025元/平米,11768,中层,139.14平米,6.3,3室2厅2卫,精装修
南,109096元/平米,11769,高层,73.33平米,6.3,2室1厅1卫,精装修
南北,81768元/平米,11770,中层,116.06平米,6.2,3室2厅2卫,简装修
南北,36416元/平米,11773,中层,100.23平米,5.8,3室2厅1卫,简装修
南,9569元/平米,11774,底层,43.89平米,5.4,2室0厅1卫,精装修
南,52369元/平米,11775,高层,114.19平米,6.2,3室2厅2卫,简装修
南,26084元/平米,11776,底层,53.29平米,4.3,1室1厅1卫,毛坯
南,99950元/平米,11777,中层,120.06平米,6.3,2室2厅2卫,豪华装修
北,40000元/平米,11778,底层,620平米,6.6,5室2厅4卫,中装修
南北,19458元/平米,11779,底层,83平米,5.5,3室2厅1卫,精装修
南北,45130元/平米,11782,高层,121.87平米,6.2,3室2厅2卫,精装修
南,158086元/平米,11784,高层,167.63平米,6.0,4室2厅2卫,精装修
北,84249元/平米,11787,中层,27.3平米,6.3,1室1厅1卫,精装修
南,32497元/平米,11790,中层,89.24平米,6.0,3室2厅1卫,精装修
东南,86159元/平米,11791,高层,145.08平米,6.2,3室2厅2卫,简装修
南,95935元/平米,11792,中层,45.76平米,6.3,2室1厅1卫,精装修
南北,141916元/平米,11793,低层,177.57平米,6.4,3室2厅3卫,精装修
南,54506元/平米,11794,中层,65.13平米,6.0,2室1厅1卫,简装修
南,34164元/平米,11795,高层,70.25平米,5.5,3室1厅1卫,简装修
南北,147059元/平米,11796,低层,170平米,6.7,3室2厅2卫,精装修
南北,59113元/平米,11797,低层,152.25平米,6.4,4室2厅2卫,精装修
南北,81818元/平米,11798,中层,77平米,6.4,2室1厅1卫,简装修
北,99017元/平米,11799,高层,147.45平米,6.5,2室2厅2卫,精装修
南北,52760元/平米,11801,低层,77.71平米,6.1,2室1厅1卫,简装修
南,46086元/平米,11802,高层,86.36平米,6.3,3室1厅1卫,精装修
南北,56963元/平米,11803,中层,86.02平米,6.0,2室2厅1卫,精装修
南,60000元/平米,11804,底层,330平米,6.2,4室3厅4卫,精装修
南,14487元/平米,11806,顶层,75.1平米,5.8,3室1厅1卫,毛坯
南北,51162元/平米,11807,高层,36.16平米,6.0,1室1厅1卫,简装修
南,67439元/平米,11808,高层,126.04平米,6.2,3室1厅2卫,精装修
南北,34916元/平米,11809,中层,134.61平米,5.9,3室2厅2卫,精装修
南,104987元/平米,11810,底层,381平米,6.0,5室4厅3卫,精装修
南北,100351元/平米,11811,中层,179.37平米,6.4,3室2厅3卫,精装修
南北,78367元/平米,11813,高层,98平米,6.2,3室2厅1卫,精装修
南,59574元/平米,11815,底层,58.75平米,6.2,1室1厅1卫,毛坯
南,42480元/平米,11816,中层,58.38平米,6.4,2室1厅1卫,精装修
南北,53323元/平米,11817,中层,54.01平米,6.6,2室1厅1卫,简装修
南北,44706元/平米,11818,顶层,170平米,5.8,4室3厅3卫,豪华装修
南北,52196元/平米,11819,中层,50.77平米,6.6,2室1厅1卫,精装修
南,62834元/平米,11821,中层,37.4平米,6.3,1室1厅1卫,精装修
西南,103319元/平米,11822,中层,237.13平米,6.5,3室2厅3卫,精装修
南北,89474元/平米,11823,高层,190平米,6.4,3室2厅1卫,精装修
南北,56165元/平米,11831,顶层,112.17平米,6.1,3室1厅1卫,精装修
南,56477元/平米,11833,中层,38.6平米,6.6,1室1厅1卫,简装修
南,50491元/平米,11834,中层,70.31平米,6.4,2室2厅1卫,精装修
南,56171元/平米,11837,中层,62.31平米,5.8,2室1厅1卫,简装修
南,40089元/平米,11838,顶层,72.09平米,6.1,2室2厅1卫,简装修
南,27469元/平米,11839,顶层,174.74平米,6.1,4室2厅3卫,精装修
南北,92042元/平米,11840,中层,70.62平米,6.3,3室0厅1卫,简装修
南,27453元/平米,11841,顶层,73.58平米,5.8,1室2厅1卫,精装修
南,40604元/平米,11844,低层,55.66平米,6.3,1室1厅1卫,精装修
南,28433元/平米,11846,高层,72.1平米,5.7,2室1厅1卫,毛坯
南北,50950元/平米,11847,底层,86.36平米,6.6,3室1厅1卫,精装修
西,80612元/平米,11848,高层,116.36平米,5.9,3室2厅1卫,精装修
南,88513元/平米,11850,低层,93.32平米,6.0,2室2厅2卫,简装修
南,66667元/平米,11851,高层,129平米,5.8,3室2厅2卫,精装修
南北,56911元/平米,11853,底层,43.05平米,6.0,2室0厅1卫,精装修
南,63432元/平米,11854,高层,73.78平米, ,2室2厅1卫,豪华装修
南,10000元/平米,11856,底层,45平米,5.4,1室1厅1卫,精装修
南,41916元/平米,11857,高层,126.92平米,6.3,3室2厅2卫,精装修
南北,57572元/平米,11858,中层,86.5平米,6.2,3室2厅1卫,精装修
南北,46379元/平米,11862,中层,78.7平米,5.9,2室1厅1卫,精装修
南北,64209元/平米,11863,高层,168.2平米,6.0,4室2厅2卫,简装修
南北,49433元/平米,11865,中层,44.1平米,6.5,1室1厅1卫,精装修
南北,81661元/平米,11866,低层,108.13平米,6.5,2室2厅2卫,豪华装修
南,41116元/平米,11867,低层,87.07平米,6.4,2室1厅1卫,简装修
南北,69094元/平米,11868,顶层,72.51平米,6.2,2室2厅1卫,精装修
南,88384元/平米,11869,底层,396平米,6.0,4室3厅5卫,精装修
南,73867元/平米,11870,中层,136.19平米,6.3,3室2厅2卫,精装修
南,44118元/平米,11871,中层,34平米,6.3,1室1厅1卫,精装修
南,203037元/平米,11873,中层,123.13平米,6.3,2室2厅2卫,精装修
南,76462元/平米,11874,低层,85.01平米,6.2,2室2厅1卫,简装修
南北,37273元/平米,11876,底层,110平米,6.2,3室2厅2卫,简装修
南,63169元/平米,11877,中层,93.4平米,6.1,2室2厅1卫,精装修
南北,88398元/平米,11878,中层,126.7平米,6.4,3室2厅2卫,精装修
南,70332元/平米,11879,底层,156.4平米,6.1,5室3厅4卫,精装修
南,48241元/平米,11881,低层,119.4平米,6.4,3室2厅1卫,精装修
南北,60695元/平米,11882,高层,115.33平米,6.1,3室2厅2卫,精装修
南,64019元/平米,11883,中层,41.55平米,5.7,1室1厅1卫,简装修
南,88106元/平米,11884,高层,102.15平米,5.8,5室2厅2卫,精装修
南,27199元/平米,11885,高层,58.09平米,5.6,2室1厅1卫,精装修
南北,60345元/平米,11887,中层,52.2平米,6.3,2室0厅1卫,简装修
南,104998元/平米,11889,底层,380.96平米,6.0,5室3厅3卫,精装修
南北,55724元/平米,11893,中层,88.83平米,6.1,2室2厅1卫,精装修
东,52448元/平米,11897,低层,85.8平米,6.4,2室1厅1卫,简装修
南北,74991元/平米,11899,中层,80.01平米,6.0,1室1厅1卫,精装修
南,70952元/平米,11902,低层,42平米,6.1,1室0厅1卫,精装修
南北,暂无价格,11903,中层,81.68平米, ,2室2厅1卫,精装修
南,101411元/平米,11904,中层,136.08平米,5.9,3室2厅2卫,精装修
南,82708元/平米,11906,中层,91.89平米,6.4,2室2厅1卫,简装修
南北,60606元/平米,11907,顶层,115.5平米,6.0,3室2厅2卫,精装修
南,47280元/平米,11912,高层,109.56平米,6.4,3室2厅1卫,精装修
南北,39726元/平米,11914,中层,73平米,6.2,2室1厅1卫,精装修
南北,33971元/平米,11915,高层,72.12平米,6.3,2室2厅1卫,毛坯
南,102395元/平米,11916,中层,205.87平米,6.6,4室3厅2卫,精装修
南北,61536元/平米,11918,中层,138.13平米,5.8,3室2厅3卫,精装修
南,57006元/平米,11919,低层,33.33平米,6.0,1室1厅1卫,精装修
南,57583元/平米,11920,高层,121.39平米,6.2,3室2厅2卫,精装修
南,67816元/平米,11922,高层,70.78平米,6.4,2室1厅1卫,精装修
南北,63170元/平米,11926,低层,104.48平米,5.7,3室2厅2卫,精装修
南,38726元/平米,11927,低层,56.81平米,6.7,1室1厅1卫,精装修
东南,115542元/平米,11930,中层,186.08平米,6.7,3室2厅3卫,精装修
南,44087元/平米,11931,低层,90.73平米,6.0,3室2厅1卫,简装修
南,96603元/平米,11933,低层,158.38平米,6.4,3室2厅2卫,精装修
南,83537元/平米,11936,低层,143.53平米,6.6,2室2厅2卫,精装修
南,67646元/平米,11937,中层,85.74平米,6.1,2室2厅1卫,精装修
南,69037元/平米,11939,高层,130.22平米,6.6,3室2厅2卫,简装修
南,38053元/平米,11940,高层,85.67平米,6.4,2室2厅1卫,精装修
南北,45213元/平米,11941,中层,131.6平米,6.0,3室2厅2卫,简装修
南北,65508元/平米,11943,低层,94.34平米,6.3,3室2厅1卫,精装修
南,94408元/平米,11944,低层,137.17平米,6.5,3室2厅2卫,简装修
南北,80128元/平米,11945,高层,143.52平米,6.0,3室2厅2卫,精装修
南,116820元/平米,11946,低层,101.01平米,6.3,3室1厅1卫,精装修
南,44368元/平米,11947,底层,40.57平米,6.4,1室0厅1卫,精装修
东南,156241元/平米,11949,顶层,166.41平米,6.1,4室1厅2卫,精装修
南北,60000元/平米,11950,中层,41平米,6.3,1室1厅1卫,豪华装修
南北,52370元/平米,11951,底层,68.36平米,6.0,2室2厅2卫,精装修
南北,54348元/平米,11953,中层,101.2平米,6.5,2室2厅1卫,简装修
南,48896元/平米,11954,底层,317平米,6.0,7室2厅7卫,豪华装修
南,49231元/平米,11956,中层,65平米,6.4,2室1厅1卫,精装修
南,暂无价格,11957,高层,64.95平米, ,1室1厅1卫,毛坯
南,46555元/平米,11958,底层,75.18平米,6.6,3室1厅1卫,精装修
南北,101307元/平米,11959,高层,153平米,6.1,4室2厅2卫,简装修
南,23077元/平米,11960,顶层,143平米,5.9,4室2厅2卫,精装修
北,69494元/平米,11961,中层,79平米,6.5,2室2厅1卫,精装修
南,49171元/平米,11962,低层,87.45平米,6.0,2室1厅1卫,简装修
南,61495元/平米,11963,顶层,63.42平米,6.5,2室1厅1卫,精装修
南,57813元/平米,11964,中层,96平米,6.1,2室2厅1卫,精装修
南,52863元/平米,11965,顶层,90.8平米,6.1,2室2厅1卫,精装修
南北,51466元/平米,11966,高层,75.39平米,6.6,2室1厅1卫,简装修
南,55482元/平米,11967,中层,135.18平米,6.0,3室2厅2卫,精装修
南,72430元/平米,11968,中层,214平米,6.1,4室2厅3卫,精装修
南北,81579元/平米,11969,中层,76平米,6.2,2室2厅1卫,精装修
南,10052元/平米,11970,底层,47.75平米,5.5,2室1厅1卫,精装修
南北,46016元/平米,11971,低层,89.1平米, ,3室2厅1卫,精装修
南北,暂无价格,11979,中层,75.6平米, ,2室1厅1卫,精装修
南北,95593元/平米,11981,高层,93.94平米,6.3,2室2厅2卫,豪华装修
南,48117元/平米,11982,低层,105.16平米,6.4,3室2厅1卫,精装修
南北,76324元/平米,11983,中层,131.02平米,6.1,3室2厅2卫,精装修
南北,21154元/平米,11984,中层,78平米,5.5,2室2厅1卫,精装修
南北,74070元/平米,11985,中层,96.53平米,6.5,2室2厅1卫,精装修
南,51488元/平米,11988,高层,49.72平米,6.1,2室0厅1卫,简装修
南,23950元/平米,11989,低层,73.07平米,5.6,2室1厅1卫,简装修
南北,58286元/平米,11993,高层,91.96平米,6.6,2室2厅1卫,精装修
南,65091元/平米,11994,顶层,99.86平米,6.0,3室1厅1卫,简装修
南北,53397元/平米,11995,中层,70.79平米,6.3,2室1厅1卫,精装修
南,8667元/平米,11996,底层,45平米,5.1,2室1厅1卫,毛坯
南,101615元/平米,11997,中层,93.49平米,6.2,2室2厅1卫,精装修
南,暂无价格,11998,中层,97.21平米, ,2室2厅1卫,豪华装修
南北,34858元/平米,11999,中层,58.81平米,6.1,1室2厅1卫,简装修
南,38971元/平米,12000,低层,94.43平米,6.2,2室2厅1卫,简装修
南,93660元/平米,12571,中层,201.58平米,6.2,5室2厅3卫,精装修
南,8269元/平米,12573,高层,52平米,6.0,2室2厅1卫,精装修
南,48387元/平米,12574,底层,310平米,6.7,4室3厅3卫,豪华装修
南北,39135元/平米,12575,低层,67.97平米,6.1,2室2厅1卫,精装修
南北,75069元/平米,12576,高层,101.24平米,6.0,2室2厅2卫,精装修
南北,251861元/平米,12577,高层,232.35平米,6.2,4室2厅2卫,中装修
南北,19853元/平米,12578,中层,34平米, ,2室2厅2卫,简装修
南,144774元/平米,12579,高层,141.6平米,6.6,3室2厅2卫,豪华装修
南北,15152元/平米,12583,高层,33平米,3.4,2室2厅1卫,简装修
南北,30000元/平米,12587,中层,140平米,6.3,4室2厅2卫,简装修
南,6495元/平米,12595,高层,97平米,3.6,3室2厅2卫,精装修
南北,118873元/平米,12596,中层,142平米,4.6,4室2厅2卫,豪华装修
西南,56264元/平米,12597,中层,91平米,6.3,3室2厅2卫,毛坯
南,51873元/平米,12598,中层,72.87平米,5.9,3室2厅1卫,简装修
南,25150元/平米,12599,中层,20平米,6.1,2室2厅1卫,精装修
南北,91765元/平米,12600,高层,128.59平米,5.6,3室2厅2卫,豪华装修
南北,9250元/平米,12601,高层,48.65平米,5.9,2室2厅1卫,简装修
南北,61881元/平米,12602,中层,105.04平米,6.3,3室2厅2卫,精装修
南北,32199元/平米,12603,中层,131.06平米,6.1,4室2厅2卫,精装修
南北,75612元/平米,12604,高层,290.96平米,6.1,4室2厅4卫,精装修
南北,69335元/平米,12605,低层,216.34平米,6.6,4室2厅4卫,精装修
南北,47552元/平米,12606,高层,143平米,6.5,4室2厅2卫,精装修
南,13889元/平米,12607,高层,36平米,6.0,2室2厅2卫,豪华装修
南北,71997元/平米,12610,高层,305.57平米,6.2,5室2厅4卫,豪华装修
南,13333元/平米,12611,底层,75平米,4.2,3室2厅1卫,精装修
北,48750元/平米,12613,中层,12平米,4.4,1室0厅1卫,豪华装修
南,67857元/平米,12614,底层,280平米,6.3,6室2厅5卫,豪华装修
南,10256元/平米,12615,中层,39平米,4.3,2室2厅1卫,精装修
南北,51111元/平米,12616,高层,135平米,4.4,4室2厅2卫,精装修
南,17500元/平米,12617,低层,80平米,5.7,3室2厅2卫,精装修
南北,12871元/平米,12618,高层,89.35平米,5.6,3室2厅2卫,精装修
南北,54515元/平米,12619,高层,240.3平米,6.3,4室2厅3卫,豪华装修
南北,68318元/平米,12621,中层,163.94平米,6.2,3室2厅2卫,精装修
南北,43034元/平米,12623,中层,160.34平米,6.3,3室2厅3卫,精装修
南北,116830元/平米,12624,低层,299.58平米,5.8,5室2厅3卫,豪华装修
南北,30360元/平米,12625,中层,74.11平米,6.1,2室2厅1卫,精装修
南北,76555元/平米,12626,顶层,209平米,6.2,4室2厅2卫,中装修
南,85153元/平米,12628,低层,129.18平米,6.1,3室2厅2卫,中装修
南北,143621元/平米,12629,低层,119.76平米,6.0,3室2厅2卫,精装修
南北,35000元/平米,12630,底层,140平米,6.5,4室2厅2卫,精装修
南,70166元/平米,12631,底层,181平米,6.2,5室3厅6卫,精装修
南北,97208元/平米,12632,顶层,480平米,6.2,5室2厅3卫,精装修
南,134000元/平米,12635,低层,250平米,6.2,4室2厅3卫,精装修
南北,12500元/平米,12636,中层,40平米,6.5,2室2厅1卫,简装修
南北,39988元/平米,12637,底层,101.28平米,6.1,3室2厅2卫,精装修
南,10238元/平米,12638,低层,89.86平米,5.6,3室2厅1卫,中装修
南,58000元/平米,12639,中层,75平米,6.6,2室2厅1卫,简装修
南,34043元/平米,12641,中层,94平米,4.1,3室2厅2卫,精装修
北,48161元/平米,12644,低层,67.69平米,5.9,1室1厅1卫,中装修
北,66321元/平米,12649,底层,193平米,6.5,6室2厅4卫,简装修
南,49715元/平米,12650,低层,84.08平米,5.9,3室2厅2卫,简装修
北,49846元/平米,12651,中层,68.21平米,5.9,1室1厅1卫,豪华装修
南,50520元/平米,12652,中层,90.46平米,6.3,3室2厅2卫,简装修
南,53879元/平米,12653,高层,83.52平米,5.9,3室2厅1卫,简装修
西北,46301元/平米,12654,低层,91.79平米,5.9,2室2厅1卫,豪华装修
南北,131322元/平米,12655,中层,257.84平米,6.6,5室2厅4卫,豪华装修
南北,113956元/平米,12656,中层,93.72平米,6.0,2室2厅1卫,精装修
南北,35127元/平米,12657,低层,158平米,6.5,3室2厅2卫,精装修
南北,30520元/平米,12658,中层,131.06平米,6.1,4室2厅2卫,精装修
南北,91714元/平米,12659,高层,158.1平米,6.2,5室2厅2卫,精装修
南,108294元/平米,12660,底层,600.22平米,6.7,7室3厅6卫,豪华装修
南北,25714元/平米,12662,底层,140平米,4.6,4室2厅2卫,精装修
南北,57520元/平米,12663,底层,125平米,4.5,4室2厅3卫,精装修
南北,33284元/平米,12664,中层,134平米,5.9,5室2厅2卫,精装修
南北,36010元/平米,12665,高层,194.39平米,4.1,4室2厅3卫,精装修
南北,48872元/平米,12667,低层,133平米,6.0,3室2厅2卫,精装修
南北,52542元/平米,12668,中层,118平米,6.2,4室2厅2卫,精装修
南,70268元/平米,12669,低层,177.89平米,6.4,4室2厅5卫,精装修
南,347003元/平米,12670,中层,317平米,6.3,5室2厅5卫,豪华装修
南,48507元/平米,12671,中层,40.2平米,6.4,2室1厅1卫,毛坯
北,94718元/平米,12672,高层,146.54平米,6.2,3室2厅1卫,精装修
东南,63679元/平米,12673,低层,125.63平米,5.9,3室2厅2卫,精装修
南北,30901元/平米,12674,中层,100.32平米,6.1,3室2厅2卫,精装修
南北,43571元/平米,12675,底层,140平米,4.1,4室2厅2卫,精装修
南北,10120元/平米,12676,高层,98.81平米,5.7,3室2厅2卫,精装修
